flow_id,alpha_k*pi/4,alpha_prime_k*pi/4,r,bprime,b,count,prob
6,"(3, -1)","(3, 3)","(0, 0)","(1, 1)","(1, 1)",3669,0.18345
6,"(3, 1)","(-1, -3)","(1, 0)","(0, 0)","(1, 0)",575,0.02875
6,"(3, 1)","(-1, -3)","(1, 0)","(0, 1)","(1, 1)",3646,0.1823
6,"(3, 1)","(-1, -3)","(1, 0)","(1, 0)","(0, 0)",108,0.0054
6,"(3, 1)","(-1, -3)","(1, 0)","(1, 1)","(0, 1)",615,0.03075
6,"(3, 1)","(-1, 1)","(1, 1)","(0, 0)","(1, 1)",3724,0.1862
6,"(3, 1)","(-1, 1)","(1, 1)","(0, 1)","(1, 0)",640,0.032
6,"(3, 1)","(-1, 1)","(1, 1)","(1, 0)","(0, 1)",601,0.03005
6,"(3, 1)","(-1, 1)","(1, 1)","(1, 1)","(0, 0)",105,0.00525
6,"(3, 1)","(3, -3)","(0, 0)","(0, 0)","(0, 0)",119,0.00595
6,"(3, 1)","(3, -3)","(0, 0)","(0, 1)","(0, 1)",642,0.0321
6,"(3, 1)","(3, -3)","(0, 0)","(1, 0)","(1, 0)",618,0.0309
6,"(3, 1)","(3, -3)","(0, 0)","(1, 1)","(1, 1)",3616,0.1808
6,"(3, 1)","(3, 1)","(0, 1)","(0, 0)","(0, 1)",654,0.0327
6,"(3, 1)","(3, 1)","(0, 1)","(0, 1)","(0, 0)",93,0.00465
6,"(3, 1)","(3, 1)","(0, 1)","(1, 0)","(1, 1)",3599,0.17995
6,"(3, 1)","(3, 1)","(0, 1)","(1, 1)","(1, 0)",645,0.03225
6,"(3, 3)","(-1, -1)","(1, 0)","(0, 0)","(1, 0)",3564,0.1782
6,"(3, 3)","(-1, -1)","(1, 0)","(0, 1)","(1, 1)",636,0.0318
6,"(3, 3)","(-1, -1)","(1, 0)","(1, 0)","(0, 0)",640,0.032
6,"(3, 3)","(-1, -1)","(1, 0)","(1, 1)","(0, 1)",100,0.005
6,"(3, 3)","(-1, 3)","(1, 1)","(0, 0)","(1, 1)",656,0.0328
6,"(3, 3)","(-1, 3)","(1, 1)","(0, 1)","(1, 0)",3699,0.18495
6,"(3, 3)","(-1, 3)","(1, 1)","(1, 0)","(0, 1)",94,0.0047
6,"(3, 3)","(-1, 3)","(1, 1)","(1, 1)","(0, 0)",646,0.0323
6,"(3, 3)","(3, -1)","(0, 0)","(0, 0)","(0, 0)",613,0.03065
6,"(3, 3)","(3, -1)","(0, 0)","(0, 1)","(0, 1)",126,0.0063
6,"(3, 3)","(3, -1)","(0, 0)","(1, 0)","(1, 0)",3631,0.18155
6,"(3, 3)","(3, -1)","(0, 0)","(1, 1)","(1, 1)",644,0.0322
6,"(3, 3)","(3, 3)","(0, 1)","(0, 0)","(0, 1)",96,0.0048
6,"(3, 3)","(3, 3)","(0, 1)","(0, 1)","(0, 0)",625,0.03125
6,"(3, 3)","(3, 3)","(0, 1)","(1, 0)","(1, 1)",637,0.03185
6,"(3, 3)","(3, 3)","(0, 1)","(1, 1)","(1, 0)",3593,0.17965
7,"(-3, -3)","(-3, -3)","(0, 0)","(1, 0)","(1, 0)",634,0.0317
7,"(-3, -3)","(-3, -3)","(0, 0)","(1, 1)","(1, 1)",3681,0.18405
7,"(-3, -3)","(-3, -1)","(0, 1)","(0, 0)","(0, 1)",596,0.0298
7,"(-3, -3)","(-3, -1)","(0, 1)","(0, 1)","(0, 0)",95,0.00475
7,"(-3, -3)","(-3, 1)","(0, 1)","(1, 0)","(1, 1)",3474,0.1737
7,"(-3, -3)","(-3, 1)","(0, 1)","(1, 1)","(1, 0)",603,0.03015
7,"(-3, -3)","(-3, 3)","(0, 0)","(0, 0)","(0, 0)",91,0.00455
7,"(-3, -3)","(-3, 3)","(0, 0)","(0, 1)","(0, 1)",686,0.0343
7,"(-3, -3)","(1, -3)","(1, 0)","(0, 0)","(1, 0)",661,0.03305
7,"(-3, -3)","(1, -3)","(1, 0)","(0, 1)","(1, 1)",3648,0.1824
7,"(-3, -3)","(1, -1)","(1, 1)","(1, 0)","(0, 1)",608,0.0304
7,"(-3, -3)","(1, -1)","(1, 1)","(1, 1)","(0, 0)",107,0.00535
7,"(-3, -3)","(1, 1)","(1, 1)","(0, 0)","(1, 1)",3691,0.18455
7,"(-3, -3)","(1, 1)","(1, 1)","(0, 1)","(1, 0)",629,0.03145
7,"(-3, -3)","(1, 3)","(1, 0)","(1, 0)","(0, 0)",123,0.00615
7,"(-3, -3)","(1, 3)","(1, 0)","(1, 1)","(0, 1)",673,0.03365
7,"(-3, -1)","(-3, -3)","(0, 1)","(0, 0)","(0, 1)",107,0.00535
7,"(-3, -1)","(-3, -3)","(0, 1)","(0, 1)","(0, 0)",639,0.03195
7,"(-3, -1)","(-3, -1)","(0, 0)","(1, 0)","(1, 0)",3646,0.1823
7,"(-3, -1)","(-3, -1)","(0, 0)","(1, 1)","(1, 1)",619,0.03095
7,"(-3, -1)","(-3, 1)","(0, 0)","(0, 0)","(0, 0)",657,0.03285
7,"(-3, -1)","(-3, 1)","(0, 0)","(0, 1)","(0, 1)",121,0.00605
7,"(-3, -1)","(-3, 3)","(0, 1)","(1, 0)","(1, 1)",624,0.0312
7,"(-3, -1)","(-3, 3)","(0, 1)","(1, 1)","(1, 0)",3602,0.1801
7,"(-3, -1)","(1, -3)","(1, 1)","(1, 0)","(0, 1)",115,0.00575
7,"(-3, -1)","(1, -3)","(1, 1)","(1, 1)","(0, 0)",595,0.02975
7,"(-3, -1)","(1, -1)","(1, 0)","(0, 0)","(1, 0)",3702,0.1851
7,"(-3, -1)","(1, -1)","(1, 0)","(0, 1)","(1, 1)",620,0.031
7,"(-3, -1)","(1, 1)","(1, 0)","(1, 0)","(0, 0)",634,0.0317
7,"(-3, -1)","(1, 1)","(1, 0)","(1, 1)","(0, 1)",101,0.00505
7,"(-3, -1)","(1, 3)","(1, 1)","(0, 0)","(1, 1)",628,0.0314
7,"(-3, -1)","(1, 3)","(1, 1)","(0, 1)","(1, 0)",3590,0.1795
7,"(-3, 1)","(-3, -3)","(0, 1)","(1, 0)","(1, 1)",581,0.02905
7,"(-3, 1)","(-3, -3)","(0, 1)","(1, 1)","(1, 0)",3602,0.1801
7,"(-3, 1)","(-3, -1)","(0, 0)","(0, 0)","(0, 0)",638,0.0319
7,"(-3, 1)","(-3, -1)","(0, 0)","(0, 1)","(0, 1)",95,0.00475
7,"(-3, 1)","(-3, 1)","(0, 0)","(1, 0)","(1, 0)",3710,0.1855
7,"(-3, 1)","(-3, 1)","(0, 0)","(1, 1)","(1, 1)",633,0.03165
7,"(-3, 1)","(-3, 3)","(0, 1)","(0, 0)","(0, 1)",116,0.0058
7,"(-3, 1)","(-3, 3)","(0, 1)","(0, 1)","(0, 0)",658,0.0329
7,"(-3, 1)","(1, -3)","(1, 1)","(0, 0)","(1, 1)",655,0.03275
7,"(-3, 1)","(1, -3)","(1, 1)","(0, 1)","(1, 0)",3561,0.17805
7,"(-3, 1)","(1, -1)","(1, 0)","(1, 0)","(0, 0)",612,0.0306
7,"(-3, 1)","(1, -1)","(1, 0)","(1, 1)","(0, 1)",100,0.005
7,"(-3, 1)","(1, 1)","(1, 0)","(0, 0)","(1, 0)",3609,0.18045
7,"(-3, 1)","(1, 1)","(1, 0)","(0, 1)","(1, 1)",671,0.03355
7,"(-3, 1)","(1, 3)","(1, 1)","(1, 0)","(0, 1)",109,0.00545
7,"(-3, 1)","(1, 3)","(1, 1)","(1, 1)","(0, 0)",650,0.0325
7,"(-3, 3)","(-3, -3)","(0, 0)","(0, 0)","(0, 0)",116,0.0058
7,"(-3, 3)","(-3, -3)","(0, 0)","(0, 1)","(0, 1)",594,0.0297
7,"(-3, 3)","(-3, -1)","(0, 1)","(1, 0)","(1, 1)",3666,0.1833
7,"(-3, 3)","(-3, -1)","(0, 1)","(1, 1)","(1, 0)",653,0.03265
7,"(-3, 3)","(-3, 1)","(0, 1)","(0, 0)","(0, 1)",621,0.03105
7,"(-3, 3)","(-3, 1)","(0, 1)","(0, 1)","(0, 0)",99,0.00495
7,"(-3, 3)","(-3, 3)","(0, 0)","(1, 0)","(1, 0)",637,0.03185
7,"(-3, 3)","(-3, 3)","(0, 0)","(1, 1)","(1, 1)",3603,0.18015
7,"(-3, 3)","(1, -3)","(1, 0)","(1, 0)","(0, 0)",122,0.0061
7,"(-3, 3)","(1, -3)","(1, 0)","(1, 1)","(0, 1)",631,0.03155
7,"(-3, 3)","(1, -1)","(1, 1)","(0, 0)","(1, 1)",3624,0.1812
7,"(-3, 3)","(1, -1)","(1, 1)","(0, 1)","(1, 0)",645,0.03225
7,"(-3, 3)","(1, 1)","(1, 1)","(1, 0)","(0, 1)",638,0.0319
7,"(-3, 3)","(1, 1)","(1, 1)","(1, 1)","(0, 0)",113,0.00565
7,"(-3, 3)","(1, 3)","(1, 0)","(0, 0)","(1, 0)",651,0.03255
7,"(-3, 3)","(1, 3)","(1, 0)","(0, 1)","(1, 1)",3587,0.17935
7,"(-1, -3)","(-1, -3)","(0, 0)","(1, 0)","(1, 0)",102,0.0051
7,"(-1, -3)","(-1, -3)","(0, 0)","(1, 1)","(1, 1)",622,0.0311
7,"(-1, -3)","(-1, -1)","(0, 1)","(0, 0)","(0, 1)",3611,0.18055
7,"(-1, -3)","(-1, -1)","(0, 1)","(0, 1)","(0, 0)",620,0.031
7,"(-1, -3)","(-1, 1)","(0, 1)","(1, 0)","(1, 1)",643,0.03215
7,"(-1, -3)","(-1, 1)","(0, 1)","(1, 1)","(1, 0)",95,0.00475
7,"(-1, -3)","(-1, 3)","(0, 0)","(0, 0)","(0, 0)",611,0.03055
7,"(-1, -3)","(-1, 3)","(0, 0)","(0, 1)","(0, 1)",3675,0.18375
7,"(-1, -3)","(3, -3)","(1, 0)","(0, 0)","(1, 0)",112,0.0056
7,"(-1, -3)","(3, -3)","(1, 0)","(0, 1)","(1, 1)",611,0.03055
7,"(-1, -3)","(3, -1)","(1, 1)","(1, 0)","(0, 1)",3660,0.183
7,"(-1, -3)","(3, -1)","(1, 1)","(1, 1)","(0, 0)",614,0.0307
7,"(-1, -3)","(3, 1)","(1, 1)","(0, 0)","(1, 1)",615,0.03075
7,"(-1, -3)","(3, 1)","(1, 1)","(0, 1)","(1, 0)",127,0.00635
7,"(-1, -3)","(3, 3)","(1, 0)","(1, 0)","(0, 0)",619,0.03095
7,"(-1, -3)","(3, 3)","(1, 0)","(1, 1)","(0, 1)",3663,0.18315
7,"(-1, -1)","(-1, -3)","(0, 1)","(0, 0)","(0, 1)",580,0.029
7,"(-1, -1)","(-1, -3)","(0, 1)","(0, 1)","(0, 0)",3698,0.1849
7,"(-1, -1)","(-1, -1)","(0, 0)","(1, 0)","(1, 0)",628,0.0314
7,"(-1, -1)","(-1, -1)","(0, 0)","(1, 1)","(1, 1)",100,0.005
7,"(-1, -1)","(-1, 1)","(0, 0)","(0, 0)","(0, 0)",3612,0.1806
7,"(-1, -1)","(-1, 1)","(0, 0)","(0, 1)","(0, 1)",664,0.0332
7,"(-1, -1)","(-1, 3)","(0, 1)","(1, 0)","(1, 1)",115,0.00575
7,"(-1, -1)","(-1, 3)","(0, 1)","(1, 1)","(1, 0)",611,0.03055
7,"(-1, -1)","(3, -3)","(1, 1)","(1, 0)","(0, 1)",669,0.03345
7,"(-1, -1)","(3, -3)","(1, 1)","(1, 1)","(0, 0)",3730,0.1865
7,"(-1, -1)","(3, -1)","(1, 0)","(0, 0)","(1, 0)",635,0.03175
7,"(-1, -1)","(3, -1)","(1, 0)","(0, 1)","(1, 1)",88,0.0044
7,"(-1, -1)","(3, 1)","(1, 0)","(1, 0)","(0, 0)",3580,0.179
7,"(-1, -1)","(3, 1)","(1, 0)","(1, 1)","(0, 1)",637,0.03185
7,"(-1, -1)","(3, 3)","(1, 1)","(0, 0)","(1, 1)",89,0.00445
7,"(-1, -1)","(3, 3)","(1, 1)","(0, 1)","(1, 0)",564,0.0282
7,"(-1, 1)","(-1, -3)","(0, 1)","(1, 0)","(1, 1)",119,0.00595
7,"(-1, 1)","(-1, -3)","(0, 1)","(1, 1)","(1, 0)",657,0.03285
7,"(-1, 1)","(-1, -1)","(0, 0)","(0, 0)","(0, 0)",3609,0.18045
7,"(-1, 1)","(-1, -1)","(0, 0)","(0, 1)","(0, 1)",637,0.03185
7,"(-1, 1)","(-1, 1)","(0, 0)","(1, 0)","(1, 0)",606,0.0303
7,"(-1, 1)","(-1, 1)","(0, 0)","(1, 1)","(1, 1)",120,0.006
7,"(-1, 1)","(-1, 3)","(0, 1)","(0, 0)","(0, 1)",619,0.03095
7,"(-1, 1)","(-1, 3)","(0, 1)","(0, 1)","(0, 0)",3769,0.18845
7,"(-1, 1)","(3, -3)","(1, 1)","(0, 0)","(1, 1)",105,0.00525
7,"(-1, 1)","(3, -3)","(1, 1)","(0, 1)","(1, 0)",679,0.03395
7,"(-1, 1)","(3, -1)","(1, 0)","(1, 0)","(0, 0)",3603,0.18015
7,"(-1, 1)","(3, -1)","(1, 0)","(1, 1)","(0, 1)",625,0.03125
7,"(-1, 1)","(3, 1)","(1, 0)","(0, 0)","(1, 0)",601,0.03005
7,"(-1, 1)","(3, 1)","(1, 0)","(0, 1)","(1, 1)",101,0.00505
7,"(-1, 1)","(3, 3)","(1, 1)","(1, 0)","(0, 1)",610,0.0305
7,"(-1, 1)","(3, 3)","(1, 1)","(1, 1)","(0, 0)",3540,0.177
7,"(-1, 3)","(-1, -3)","(0, 0)","(0, 0)","(0, 0)",640,0.032
7,"(-1, 3)","(-1, -3)","(0, 0)","(0, 1)","(0, 1)",3635,0.18175
7,"(-1, 3)","(-1, -1)","(0, 1)","(1, 0)","(1, 1)",661,0.03305
7,"(-1, 3)","(-1, -1)","(0, 1)","(1, 1)","(1, 0)",136,0.0068
7,"(-1, 3)","(-1, 1)","(0, 1)","(0, 0)","(0, 1)",3596,0.1798
7,"(-1, 3)","(-1, 1)","(0, 1)","(0, 1)","(0, 0)",608,0.0304
7,"(-1, 3)","(-1, 3)","(0, 0)","(1, 0)","(1, 0)",112,0.0056
7,"(-1, 3)","(-1, 3)","(0, 0)","(1, 1)","(1, 1)",612,0.0306
7,"(-1, 3)","(3, -3)","(1, 0)","(1, 0)","(0, 0)",616,0.0308
7,"(-1, 3)","(3, -3)","(1, 0)","(1, 1)","(0, 1)",3653,0.18265
7,"(-1, 3)","(3, -1)","(1, 1)","(0, 0)","(1, 1)",613,0.03065
7,"(-1, 3)","(3, -1)","(1, 1)","(0, 1)","(1, 0)",111,0.00555
7,"(-1, 3)","(3, 1)","(1, 1)","(1, 0)","(0, 1)",3593,0.17965
7,"(-1, 3)","(3, 1)","(1, 1)","(1, 1)","(0, 0)",654,0.0327
7,"(-1, 3)","(3, 3)","(1, 0)","(0, 0)","(1, 0)",103,0.00515
7,"(-1, 3)","(3, 3)","(1, 0)","(0, 1)","(1, 1)",657,0.03285
7,"(1, -3)","(-3, -3)","(1, 0)","(0, 0)","(1, 0)",102,0.0051
7,"(1, -3)","(-3, -3)","(1, 0)","(0, 1)","(1, 1)",605,0.03025
7,"(1, -3)","(-3, -1)","(1, 1)","(1, 0)","(0, 1)",3684,0.1842
7,"(1, -3)","(-3, -1)","(1, 1)","(1, 1)","(0, 0)",637,0.03185
7,"(1, -3)","(-3, 1)","(1, 1)","(0, 0)","(1, 1)",638,0.0319
7,"(1, -3)","(-3, 1)","(1, 1)","(0, 1)","(1, 0)",109,0.00545
7,"(1, -3)","(-3, 3)","(1, 0)","(1, 0)","(0, 0)",611,0.03055
7,"(1, -3)","(-3, 3)","(1, 0)","(1, 1)","(0, 1)",3641,0.18205
7,"(1, -3)","(1, -3)","(0, 0)","(1, 0)","(1, 0)",102,0.0051
7,"(1, -3)","(1, -3)","(0, 0)","(1, 1)","(1, 1)",612,0.0306
7,"(1, -3)","(1, -1)","(0, 1)","(0, 0)","(0, 1)",3719,0.18595
7,"(1, -3)","(1, -1)","(0, 1)","(0, 1)","(0, 0)",658,0.0329
7,"(1, -3)","(1, 1)","(0, 1)","(1, 0)","(1, 1)",615,0.03075
7,"(1, -3)","(1, 1)","(0, 1)","(1, 1)","(1, 0)",105,0.00525
7,"(1, -3)","(1, 3)","(0, 0)","(0, 0)","(0, 0)",565,0.02825
7,"(1, -3)","(1, 3)","(0, 0)","(0, 1)","(0, 1)",3597,0.17985
7,"(1, -1)","(-3, -3)","(1, 1)","(1, 0)","(0, 1)",679,0.03395
7,"(1, -1)","(-3, -3)","(1, 1)","(1, 1)","(0, 0)",3688,0.1844
7,"(1, -1)","(-3, -1)","(1, 0)","(0, 0)","(1, 0)",572,0.0286
7,"(1, -1)","(-3, -1)","(1, 0)","(0, 1)","(1, 1)",87,0.00435
7,"(1, -1)","(-3, 1)","(1, 0)","(1, 0)","(0, 0)",3675,0.18375
7,"(1, -1)","(-3, 1)","(1, 0)","(1, 1)","(0, 1)",642,0.0321
7,"(1, -1)","(-3, 3)","(1, 1)","(0, 0)","(1, 1)",120,0.006
7,"(1, -1)","(-3, 3)","(1, 1)","(0, 1)","(1, 0)",606,0.0303
7,"(1, -1)","(1, -3)","(0, 1)","(0, 0)","(0, 1)",628,0.0314
7,"(1, -1)","(1, -3)","(0, 1)","(0, 1)","(0, 0)",3654,0.1827
7,"(1, -1)","(1, -1)","(0, 0)","(1, 0)","(1, 0)",628,0.0314
7,"(1, -1)","(1, -1)","(0, 0)","(1, 1)","(1, 1)",115,0.00575
7,"(1, -1)","(1, 1)","(0, 0)","(0, 0)","(0, 0)",3640,0.182
7,"(1, -1)","(1, 1)","(0, 0)","(0, 1)","(0, 1)",580,0.029
7,"(1, -1)","(1, 3)","(0, 1)","(1, 0)","(1, 1)",100,0.005
7,"(1, -1)","(1, 3)","(0, 1)","(1, 1)","(1, 0)",586,0.0293
7,"(1, 1)","(-3, -3)","(1, 1)","(0, 0)","(1, 1)",103,0.00515
7,"(1, 1)","(-3, -3)","(1, 1)","(0, 1)","(1, 0)",641,0.03205
7,"(1, 1)","(-3, -1)","(1, 0)","(1, 0)","(0, 0)",3721,0.18605
7,"(1, 1)","(-3, -1)","(1, 0)","(1, 1)","(0, 1)",645,0.03225
7,"(1, 1)","(-3, 1)","(1, 0)","(0, 0)","(1, 0)",629,0.03145
7,"(1, 1)","(-3, 1)","(1, 0)","(0, 1)","(1, 1)",96,0.0048
7,"(1, 1)","(-3, 3)","(1, 1)","(1, 0)","(0, 1)",615,0.03075
7,"(1, 1)","(-3, 3)","(1, 1)","(1, 1)","(0, 0)",3692,0.1846
7,"(1, 1)","(1, -3)","(0, 1)","(1, 0)","(1, 1)",130,0.0065
7,"(1, 1)","(1, -3)","(0, 1)","(1, 1)","(1, 0)",598,0.0299
7,"(1, 1)","(1, -1)","(0, 0)","(0, 0)","(0, 0)",3567,0.17835
7,"(1, 1)","(1, -1)","(0, 0)","(0, 1)","(0, 1)",609,0.03045
7,"(1, 1)","(1, 1)","(0, 0)","(1, 0)","(1, 0)",621,0.03105
7,"(1, 1)","(1, 1)","(0, 0)","(1, 1)","(1, 1)",95,0.00475
7,"(1, 1)","(1, 3)","(0, 1)","(0, 0)","(0, 1)",643,0.03215
7,"(1, 1)","(1, 3)","(0, 1)","(0, 1)","(0, 0)",3595,0.17975
7,"(1, 3)","(-3, -3)","(1, 0)","(1, 0)","(0, 0)",634,0.0317
7,"(1, 3)","(-3, -3)","(1, 0)","(1, 1)","(0, 1)",3662,0.1831
7,"(1, 3)","(-3, -1)","(1, 1)","(0, 0)","(1, 1)",582,0.0291
7,"(1, 3)","(-3, -1)","(1, 1)","(0, 1)","(1, 0)",97,0.00485
7,"(1, 3)","(-3, 1)","(1, 1)","(1, 0)","(0, 1)",3709,0.18545
7,"(1, 3)","(-3, 1)","(1, 1)","(1, 1)","(0, 0)",610,0.0305
7,"(1, 3)","(-3, 3)","(1, 0)","(0, 0)","(1, 0)",103,0.00515
7,"(1, 3)","(-3, 3)","(1, 0)","(0, 1)","(1, 1)",618,0.0309
7,"(1, 3)","(1, -3)","(0, 0)","(0, 0)","(0, 0)",599,0.02995
7,"(1, 3)","(1, -3)","(0, 0)","(0, 1)","(0, 1)",3689,0.18445
7,"(1, 3)","(1, -1)","(0, 1)","(1, 0)","(1, 1)",624,0.0312
7,"(1, 3)","(1, -1)","(0, 1)","(1, 1)","(1, 0)",92,0.0046
7,"(1, 3)","(1, 1)","(0, 1)","(0, 0)","(0, 1)",3619,0.18095
7,"(1, 3)","(1, 1)","(0, 1)","(0, 1)","(0, 0)",628,0.0314
7,"(1, 3)","(1, 3)","(0, 0)","(1, 0)","(1, 0)",104,0.0052
7,"(1, 3)","(1, 3)","(0, 0)","(1, 1)","(1, 1)",630,0.0315
7,"(3, -3)","(-1, -3)","(1, 0)","(0, 0)","(1, 0)",633,0.03165
7,"(3, -3)","(-1, -3)","(1, 0)","(0, 1)","(1, 1)",3530,0.1765
7,"(3, -3)","(-1, -1)","(1, 1)","(1, 0)","(0, 1)",595,0.02975
7,"(3, -3)","(-1, -1)","(1, 1)","(1, 1)","(0, 0)",112,0.0056
7,"(3, -3)","(-1, 1)","(1, 1)","(0, 0)","(1, 1)",3750,0.1875
7,"(3, -3)","(-1, 1)","(1, 1)","(0, 1)","(1, 0)",617,0.03085
7,"(3, -3)","(-1, 3)","(1, 0)","(1, 0)","(0, 0)",100,0.005
7,"(3, -3)","(-1, 3)","(1, 0)","(1, 1)","(0, 1)",656,0.0328
7,"(3, -3)","(3, -3)","(0, 0)","(1, 0)","(1, 0)",612,0.0306
7,"(3, -3)","(3, -3)","(0, 0)","(1, 1)","(1, 1)",3618,0.1809
7,"(3, -3)","(3, -1)","(0, 1)","(0, 0)","(0, 1)",633,0.03165
7,"(3, -3)","(3, -1)","(0, 1)","(0, 1)","(0, 0)",119,0.00595
7,"(3, -3)","(3, 1)","(0, 1)","(1, 0)","(1, 1)",3689,0.18445
7,"(3, -3)","(3, 1)","(0, 1)","(1, 1)","(1, 0)",599,0.02995
7,"(3, -3)","(3, 3)","(0, 0)","(0, 0)","(0, 0)",100,0.005
7,"(3, -3)","(3, 3)","(0, 0)","(0, 1)","(0, 1)",637,0.03185
7,"(3, -1)","(-1, -3)","(1, 1)","(1, 0)","(0, 1)",126,0.0063
7,"(3, -1)","(-1, -3)","(1, 1)","(1, 1)","(0, 0)",647,0.03235
7,"(3, -1)","(-1, -1)","(1, 0)","(0, 0)","(1, 0)",3601,0.18005
7,"(3, -1)","(-1, -1)","(1, 0)","(0, 1)","(1, 1)",623,0.03115
7,"(3, -1)","(-1, 1)","(1, 0)","(1, 0)","(0, 0)",642,0.0321
7,"(3, -1)","(-1, 1)","(1, 0)","(1, 1)","(0, 1)",111,0.00555
7,"(3, -1)","(-1, 3)","(1, 1)","(0, 0)","(1, 1)",596,0.0298
7,"(3, -1)","(-1, 3)","(1, 1)","(0, 1)","(1, 0)",3587,0.17935
7,"(3, -1)","(3, -3)","(0, 1)","(0, 0)","(0, 1)",98,0.0049
7,"(3, -1)","(3, -3)","(0, 1)","(0, 1)","(0, 0)",660,0.033
7,"(3, -1)","(3, -1)","(0, 0)","(1, 0)","(1, 0)",3645,0.18225
7,"(3, -1)","(3, -1)","(0, 0)","(1, 1)","(1, 1)",606,0.0303
7,"(3, -1)","(3, 1)","(0, 0)","(0, 0)","(0, 0)",645,0.03225
7,"(3, -1)","(3, 1)","(0, 0)","(0, 1)","(0, 1)",102,0.0051
7,"(3, -1)","(3, 3)","(0, 1)","(1, 0)","(1, 1)",637,0.03185
7,"(3, -1)","(3, 3)","(0, 1)","(1, 1)","(1, 0)",3674,0.1837
7,"(3, 1)","(-1, -3)","(1, 1)","(0, 0)","(1, 1)",614,0.0307
7,"(3, 1)","(-1, -3)","(1, 1)","(0, 1)","(1, 0)",3752,0.1876
7,"(3, 1)","(-1, -1)","(1, 0)","(1, 0)","(0, 0)",643,0.03215
7,"(3, 1)","(-1, -1)","(1, 0)","(1, 1)","(0, 1)",99,0.00495
7,"(3, 1)","(-1, 1)","(1, 0)","(0, 0)","(1, 0)",3527,0.17635
7,"(3, 1)","(-1, 1)","(1, 0)","(0, 1)","(1, 1)",657,0.03285
7,"(3, 1)","(-1, 3)","(1, 1)","(1, 0)","(0, 1)",110,0.0055
7,"(3, 1)","(-1, 3)","(1, 1)","(1, 1)","(0, 0)",628,0.0314
7,"(3, 1)","(3, -3)","(0, 1)","(1, 0)","(1, 1)",615,0.03075
7,"(3, 1)","(3, -3)","(0, 1)","(1, 1)","(1, 0)",3630,0.1815
7,"(3, 1)","(3, -1)","(0, 0)","(0, 0)","(0, 0)",644,0.0322
7,"(3, 1)","(3, -1)","(0, 0)","(0, 1)","(0, 1)",100,0.005
7,"(3, 1)","(3, 1)","(0, 0)","(1, 0)","(1, 0)",3619,0.18095
7,"(3, 1)","(3, 1)","(0, 0)","(1, 1)","(1, 1)",634,0.0317
7,"(3, 1)","(3, 3)","(0, 1)","(0, 0)","(0, 1)",113,0.00565
7,"(3, 1)","(3, 3)","(0, 1)","(0, 1)","(0, 0)",615,0.03075
7,"(3, 3)","(-1, -3)","(1, 0)","(1, 0)","(0, 0)",100,0.005
7,"(3, 3)","(-1, -3)","(1, 0)","(1, 1)","(0, 1)",632,0.0316
7,"(3, 3)","(-1, -1)","(1, 1)","(0, 0)","(1, 1)",3627,0.18135
7,"(3, 3)","(-1, -1)","(1, 1)","(0, 1)","(1, 0)",634,0.0317
7,"(3, 3)","(-1, 1)","(1, 1)","(1, 0)","(0, 1)",633,0.03165
7,"(3, 3)","(-1, 1)","(1, 1)","(1, 1)","(0, 0)",89,0.00445
7,"(3, 3)","(-1, 3)","(1, 0)","(0, 0)","(1, 0)",654,0.0327
7,"(3, 3)","(-1, 3)","(1, 0)","(0, 1)","(1, 1)",3688,0.1844
7,"(3, 3)","(3, -3)","(0, 0)","(0, 0)","(0, 0)",104,0.0052
7,"(3, 3)","(3, -3)","(0, 0)","(0, 1)","(0, 1)",627,0.03135
7,"(3, 3)","(3, -1)","(0, 1)","(1, 0)","(1, 1)",3610,0.1805
7,"(3, 3)","(3, -1)","(0, 1)","(1, 1)","(1, 0)",599,0.02995
7,"(3, 3)","(3, 1)","(0, 1)","(0, 0)","(0, 1)",672,0.0336
7,"(3, 3)","(3, 1)","(0, 1)","(0, 1)","(0, 0)",127,0.00635
7,"(3, 3)","(3, 3)","(0, 0)","(1, 0)","(1, 0)",627,0.03135
7,"(3, 3)","(3, 3)","(0, 0)","(1, 1)","(1, 1)",3577,0.17885
8,"(-3, -3)","(-3, -3)","(0, 0)","(1, 0)","(1, 0)",602,0.0301
8,"(-3, -3)","(-3, -3)","(0, 0)","(1, 1)","(1, 1)",3629,0.18145
8,"(-3, -3)","(-3, -3)","(0, 1)","(0, 0)","(0, 1)",122,0.0061
8,"(-3, -3)","(-3, -3)","(0, 1)","(0, 1)","(0, 0)",606,0.0303
8,"(-3, -3)","(-3, 1)","(0, 0)","(0, 0)","(0, 0)",645,0.03225
8,"(-3, -3)","(-3, 1)","(0, 0)","(0, 1)","(0, 1)",91,0.00455
8,"(-3, -3)","(-3, 1)","(0, 1)","(1, 0)","(1, 1)",3710,0.1855
8,"(-3, -3)","(-3, 1)","(0, 1)","(1, 1)","(1, 0)",586,0.0293
8,"(-3, -3)","(1, -3)","(1, 0)","(0, 0)","(1, 0)",610,0.0305
8,"(-3, -3)","(1, -3)","(1, 0)","(0, 1)","(1, 1)",3639,0.18195
8,"(-3, -3)","(1, -3)","(1, 1)","(1, 0)","(0, 1)",107,0.00535
8,"(-3, -3)","(1, -3)","(1, 1)","(1, 1)","(0, 0)",658,0.0329
8,"(-3, -3)","(1, 1)","(1, 0)","(1, 0)","(0, 0)",618,0.0309
