flow_id,alpha_k*pi/4,alpha_prime_k*pi/4,r,bprime,b,count,prob
3,"(-1, -1)","(-1, 3)","(0, 1)","(0, 0)","(0, 1)",637,0.03185
3,"(-1, -1)","(-1, 3)","(0, 1)","(0, 1)","(0, 0)",3660,0.183
3,"(-1, -1)","(3, -1)","(1, 0)","(1, 0)","(0, 0)",3552,0.1776
3,"(-1, -1)","(3, -1)","(1, 0)","(1, 1)","(0, 1)",594,0.0297
3,"(-1, -1)","(3, -1)","(1, 1)","(0, 0)","(1, 1)",612,0.0306
3,"(-1, -1)","(3, -1)","(1, 1)","(0, 1)","(1, 0)",109,0.00545
3,"(-1, -1)","(3, 3)","(1, 0)","(0, 0)","(1, 0)",110,0.0055
3,"(-1, -1)","(3, 3)","(1, 0)","(0, 1)","(1, 1)",633,0.03165
3,"(-1, -1)","(3, 3)","(1, 1)","(1, 0)","(0, 1)",622,0.0311
3,"(-1, -1)","(3, 3)","(1, 1)","(1, 1)","(0, 0)",3685,0.18425
3,"(-1, 1)","(-1, -3)","(0, 0)","(1, 0)","(1, 0)",127,0.00635
3,"(-1, 1)","(-1, -3)","(0, 0)","(1, 1)","(1, 1)",589,0.02945
3,"(-1, 1)","(-1, -3)","(0, 1)","(0, 0)","(0, 1)",636,0.0318
3,"(-1, 1)","(-1, -3)","(0, 1)","(0, 1)","(0, 0)",3666,0.1833
3,"(-1, 1)","(-1, 1)","(0, 0)","(0, 0)","(0, 0)",3633,0.18165
3,"(-1, 1)","(-1, 1)","(0, 0)","(0, 1)","(0, 1)",615,0.03075
3,"(-1, 1)","(-1, 1)","(0, 1)","(1, 0)","(1, 1)",647,0.03235
3,"(-1, 1)","(-1, 1)","(0, 1)","(1, 1)","(1, 0)",117,0.00585
3,"(-1, 1)","(3, -3)","(1, 0)","(0, 0)","(1, 0)",95,0.00475
3,"(-1, 1)","(3, -3)","(1, 0)","(0, 1)","(1, 1)",610,0.0305
3,"(-1, 1)","(3, -3)","(1, 1)","(1, 0)","(0, 1)",613,0.03065
3,"(-1, 1)","(3, -3)","(1, 1)","(1, 1)","(0, 0)",3680,0.184
3,"(-1, 1)","(3, 1)","(1, 0)","(1, 0)","(0, 0)",3622,0.1811
3,"(-1, 1)","(3, 1)","(1, 0)","(1, 1)","(0, 1)",622,0.0311
3,"(-1, 1)","(3, 1)","(1, 1)","(0, 0)","(1, 1)",639,0.03195
3,"(-1, 1)","(3, 1)","(1, 1)","(0, 1)","(1, 0)",89,0.00445
3,"(-1, 3)","(-1, -1)","(0, 0)","(1, 0)","(1, 0)",592,0.0296
3,"(-1, 3)","(-1, -1)","(0, 0)","(1, 1)","(1, 1)",118,0.0059
3,"(-1, 3)","(-1, -1)","(0, 1)","(0, 0)","(0, 1)",3534,0.1767
3,"(-1, 3)","(-1, -1)","(0, 1)","(0, 1)","(0, 0)",635,0.03175
3,"(-1, 3)","(-1, 3)","(0, 0)","(0, 0)","(0, 0)",589,0.02945
3,"(-1, 3)","(-1, 3)","(0, 0)","(0, 1)","(0, 1)",3722,0.1861
3,"(-1, 3)","(-1, 3)","(0, 1)","(1, 0)","(1, 1)",121,0.00605
3,"(-1, 3)","(-1, 3)","(0, 1)","(1, 1)","(1, 0)",642,0.0321
3,"(-1, 3)","(3, -1)","(1, 0)","(0, 0)","(1, 0)",662,0.0331
3,"(-1, 3)","(3, -1)","(1, 0)","(0, 1)","(1, 1)",117,0.00585
3,"(-1, 3)","(3, -1)","(1, 1)","(1, 0)","(0, 1)",3695,0.18475
3,"(-1, 3)","(3, -1)","(1, 1)","(1, 1)","(0, 0)",583,0.02915
3,"(-1, 3)","(3, 3)","(1, 0)","(1, 0)","(0, 0)",662,0.0331
3,"(-1, 3)","(3, 3)","(1, 0)","(1, 1)","(0, 1)",3613,0.18065
3,"(-1, 3)","(3, 3)","(1, 1)","(0, 0)","(1, 1)",110,0.0055
3,"(-1, 3)","(3, 3)","(1, 1)","(0, 1)","(1, 0)",605,0.03025
3,"(1, -3)","(-3, -3)","(1, 0)","(1, 0)","(0, 0)",642,0.0321
3,"(1, -3)","(-3, -3)","(1, 0)","(1, 1)","(0, 1)",3660,0.183
3,"(1, -3)","(-3, -3)","(1, 1)","(0, 0)","(1, 1)",108,0.0054
3,"(1, -3)","(-3, -3)","(1, 1)","(0, 1)","(1, 0)",644,0.0322
3,"(1, -3)","(-3, 1)","(1, 0)","(0, 0)","(1, 0)",612,0.0306
3,"(1, -3)","(-3, 1)","(1, 0)","(0, 1)","(1, 1)",94,0.0047
3,"(1, -3)","(-3, 1)","(1, 1)","(1, 0)","(0, 1)",3665,0.18325
3,"(1, -3)","(-3, 1)","(1, 1)","(1, 1)","(0, 0)",656,0.0328
3,"(1, -3)","(1, -3)","(0, 0)","(0, 0)","(0, 0)",602,0.0301
3,"(1, -3)","(1, -3)","(0, 0)","(0, 1)","(0, 1)",3607,0.18035
3,"(1, -3)","(1, -3)","(0, 1)","(1, 0)","(1, 1)",120,0.006
3,"(1, -3)","(1, -3)","(0, 1)","(1, 1)","(1, 0)",614,0.0307
3,"(1, -3)","(1, 1)","(0, 0)","(1, 0)","(1, 0)",618,0.0309
3,"(1, -3)","(1, 1)","(0, 0)","(1, 1)","(1, 1)",102,0.0051
3,"(1, -3)","(1, 1)","(0, 1)","(0, 0)","(0, 1)",3622,0.1811
3,"(1, -3)","(1, 1)","(0, 1)","(0, 1)","(0, 0)",634,0.0317
3,"(1, -1)","(-3, -1)","(1, 0)","(1, 0)","(0, 0)",3555,0.17775
3,"(1, -1)","(-3, -1)","(1, 0)","(1, 1)","(0, 1)",595,0.02975
3,"(1, -1)","(-3, -1)","(1, 1)","(0, 0)","(1, 1)",655,0.03275
3,"(1, -1)","(-3, -1)","(1, 1)","(0, 1)","(1, 0)",109,0.00545
3,"(1, -1)","(-3, 3)","(1, 0)","(0, 0)","(1, 0)",107,0.00535
3,"(1, -1)","(-3, 3)","(1, 0)","(0, 1)","(1, 1)",567,0.02835
3,"(1, -1)","(-3, 3)","(1, 1)","(1, 0)","(0, 1)",596,0.0298
3,"(1, -1)","(-3, 3)","(1, 1)","(1, 1)","(0, 0)",3628,0.1814
3,"(1, -1)","(1, -1)","(0, 0)","(0, 0)","(0, 0)",3696,0.1848
3,"(1, -1)","(1, -1)","(0, 0)","(0, 1)","(0, 1)",601,0.03005
3,"(1, -1)","(1, -1)","(0, 1)","(1, 0)","(1, 1)",642,0.0321
3,"(1, -1)","(1, -1)","(0, 1)","(1, 1)","(1, 0)",111,0.00555
3,"(1, -1)","(1, 3)","(0, 0)","(1, 0)","(1, 0)",111,0.00555
3,"(1, -1)","(1, 3)","(0, 0)","(1, 1)","(1, 1)",621,0.03105
3,"(1, -1)","(1, 3)","(0, 1)","(0, 0)","(0, 1)",645,0.03225
3,"(1, -1)","(1, 3)","(0, 1)","(0, 1)","(0, 0)",3761,0.18805
3,"(1, 1)","(-3, -3)","(1, 0)","(0, 0)","(1, 0)",103,0.00515
3,"(1, 1)","(-3, -3)","(1, 0)","(0, 1)","(1, 1)",609,0.03045
3,"(1, 1)","(-3, -3)","(1, 1)","(1, 0)","(0, 1)",620,0.031
3,"(1, 1)","(-3, -3)","(1, 1)","(1, 1)","(0, 0)",3666,0.1833
3,"(1, 1)","(-3, 1)","(1, 0)","(1, 0)","(0, 0)",3684,0.1842
3,"(1, 1)","(-3, 1)","(1, 0)","(1, 1)","(0, 1)",594,0.0297
3,"(1, 1)","(-3, 1)","(1, 1)","(0, 0)","(1, 1)",628,0.0314
3,"(1, 1)","(-3, 1)","(1, 1)","(0, 1)","(1, 0)",112,0.0056
3,"(1, 1)","(1, -3)","(0, 0)","(1, 0)","(1, 0)",119,0.00595
3,"(1, 1)","(1, -3)","(0, 0)","(1, 1)","(1, 1)",631,0.03155
3,"(1, 1)","(1, -3)","(0, 1)","(0, 0)","(0, 1)",675,0.03375
3,"(1, 1)","(1, -3)","(0, 1)","(0, 1)","(0, 0)",3637,0.18185
3,"(1, 1)","(1, 1)","(0, 0)","(0, 0)","(0, 0)",3619,0.18095
3,"(1, 1)","(1, 1)","(0, 0)","(0, 1)","(0, 1)",596,0.0298
3,"(1, 1)","(1, 1)","(0, 1)","(1, 0)","(1, 1)",595,0.02975
3,"(1, 1)","(1, 1)","(0, 1)","(1, 1)","(1, 0)",112,0.0056
3,"(1, 3)","(-3, -1)","(1, 0)","(0, 0)","(1, 0)",642,0.0321
3,"(1, 3)","(-3, -1)","(1, 0)","(0, 1)","(1, 1)",98,0.0049
3,"(1, 3)","(-3, -1)","(1, 1)","(1, 0)","(0, 1)",3713,0.18565
3,"(1, 3)","(-3, -1)","(1, 1)","(1, 1)","(0, 0)",631,0.03155
3,"(1, 3)","(-3, 3)","(1, 0)","(1, 0)","(0, 0)",638,0.0319
3,"(1, 3)","(-3, 3)","(1, 0)","(1, 1)","(0, 1)",3556,0.1778
3,"(1, 3)","(-3, 3)","(1, 1)","(0, 0)","(1, 1)",127,0.00635
3,"(1, 3)","(-3, 3)","(1, 1)","(0, 1)","(1, 0)",634,0.0317
3,"(1, 3)","(1, -1)","(0, 0)","(1, 0)","(1, 0)",626,0.0313
3,"(1, 3)","(1, -1)","(0, 0)","(1, 1)","(1, 1)",117,0.00585
3,"(1, 3)","(1, -1)","(0, 1)","(0, 0)","(0, 1)",3566,0.1783
3,"(1, 3)","(1, -1)","(0, 1)","(0, 1)","(0, 0)",588,0.0294
3,"(1, 3)","(1, 3)","(0, 0)","(0, 0)","(0, 0)",623,0.03115
3,"(1, 3)","(1, 3)","(0, 0)","(0, 1)","(0, 1)",3705,0.18525
3,"(1, 3)","(1, 3)","(0, 1)","(1, 0)","(1, 1)",107,0.00535
3,"(1, 3)","(1, 3)","(0, 1)","(1, 1)","(1, 0)",629,0.03145
3,"(3, -3)","(-1, -3)","(1, 0)","(1, 0)","(0, 0)",93,0.00465
3,"(3, -3)","(-1, -3)","(1, 0)","(1, 1)","(0, 1)",633,0.03165
3,"(3, -3)","(-1, -3)","(1, 1)","(0, 0)","(1, 1)",620,0.031
3,"(3, -3)","(-1, -3)","(1, 1)","(0, 1)","(1, 0)",3657,0.18285
3,"(3, -3)","(-1, 1)","(1, 0)","(0, 0)","(1, 0)",3646,0.1823
3,"(3, -3)","(-1, 1)","(1, 0)","(0, 1)","(1, 1)",576,0.0288
3,"(3, -3)","(-1, 1)","(1, 1)","(1, 0)","(0, 1)",638,0.0319
3,"(3, -3)","(-1, 1)","(1, 1)","(1, 1)","(0, 0)",97,0.00485
3,"(3, -3)","(3, -3)","(0, 0)","(0, 0)","(0, 0)",96,0.0048
3,"(3, -3)","(3, -3)","(0, 0)","(0, 1)","(0, 1)",630,0.0315
3,"(3, -3)","(3, -3)","(0, 1)","(1, 0)","(1, 1)",640,0.032
3,"(3, -3)","(3, -3)","(0, 1)","(1, 1)","(1, 0)",3669,0.18345
3,"(3, -3)","(3, 1)","(0, 0)","(1, 0)","(1, 0)",3658,0.1829
3,"(3, -3)","(3, 1)","(0, 0)","(1, 1)","(1, 1)",665,0.03325
3,"(3, -3)","(3, 1)","(0, 1)","(0, 0)","(0, 1)",587,0.02935
3,"(3, -3)","(3, 1)","(0, 1)","(0, 1)","(0, 0)",95,0.00475
3,"(3, -1)","(-1, -1)","(1, 0)","(1, 0)","(0, 0)",643,0.03215
3,"(3, -1)","(-1, -1)","(1, 0)","(1, 1)","(0, 1)",110,0.0055
3,"(3, -1)","(-1, -1)","(1, 1)","(0, 0)","(1, 1)",3587,0.17935
3,"(3, -1)","(-1, -1)","(1, 1)","(0, 1)","(1, 0)",625,0.03125
3,"(3, -1)","(-1, 3)","(1, 0)","(0, 0)","(1, 0)",614,0.0307
3,"(3, -1)","(-1, 3)","(1, 0)","(0, 1)","(1, 1)",3727,0.18635
3,"(3, -1)","(-1, 3)","(1, 1)","(1, 0)","(0, 1)",90,0.0045
3,"(3, -1)","(-1, 3)","(1, 1)","(1, 1)","(0, 0)",598,0.0299
3,"(3, -1)","(3, -1)","(0, 0)","(0, 0)","(0, 0)",646,0.0323
3,"(3, -1)","(3, -1)","(0, 0)","(0, 1)","(0, 1)",107,0.00535
3,"(3, -1)","(3, -1)","(0, 1)","(1, 0)","(1, 1)",3626,0.1813
3,"(3, -1)","(3, -1)","(0, 1)","(1, 1)","(1, 0)",655,0.03275
3,"(3, -1)","(3, 3)","(0, 0)","(1, 0)","(1, 0)",609,0.03045
3,"(3, -1)","(3, 3)","(0, 0)","(1, 1)","(1, 1)",3662,0.1831
3,"(3, -1)","(3, 3)","(0, 1)","(0, 0)","(0, 1)",98,0.0049
3,"(3, -1)","(3, 3)","(0, 1)","(0, 1)","(0, 0)",603,0.03015
3,"(3, 1)","(-1, -3)","(1, 0)","(0, 0)","(1, 0)",666,0.0333
3,"(3, 1)","(-1, -3)","(1, 0)","(0, 1)","(1, 1)",3627,0.18135
3,"(3, 1)","(-1, -3)","(1, 1)","(1, 0)","(0, 1)",103,0.00515
3,"(3, 1)","(-1, -3)","(1, 1)","(1, 1)","(0, 0)",591,0.02955
3,"(3, 1)","(-1, 1)","(1, 0)","(1, 0)","(0, 0)",621,0.03105
3,"(3, 1)","(-1, 1)","(1, 0)","(1, 1)","(0, 1)",113,0.00565
3,"(3, 1)","(-1, 1)","(1, 1)","(0, 0)","(1, 1)",3630,0.1815
3,"(3, 1)","(-1, 1)","(1, 1)","(0, 1)","(1, 0)",572,0.0286
3,"(3, 1)","(3, -3)","(0, 0)","(1, 0)","(1, 0)",601,0.03005
3,"(3, 1)","(3, -3)","(0, 0)","(1, 1)","(1, 1)",3604,0.1802
3,"(3, 1)","(3, -3)","(0, 1)","(0, 0)","(0, 1)",97,0.00485
3,"(3, 1)","(3, -3)","(0, 1)","(0, 1)","(0, 0)",679,0.03395
3,"(3, 1)","(3, 1)","(0, 0)","(0, 0)","(0, 0)",634,0.0317
3,"(3, 1)","(3, 1)","(0, 0)","(0, 1)","(0, 1)",119,0.00595
3,"(3, 1)","(3, 1)","(0, 1)","(1, 0)","(1, 1)",3712,0.1856
3,"(3, 1)","(3, 1)","(0, 1)","(1, 1)","(1, 0)",631,0.03155
3,"(3, 3)","(-1, -1)","(1, 0)","(0, 0)","(1, 0)",3649,0.18245
3,"(3, 3)","(-1, -1)","(1, 0)","(0, 1)","(1, 1)",659,0.03295
3,"(3, 3)","(-1, -1)","(1, 1)","(1, 0)","(0, 1)",626,0.0313
3,"(3, 3)","(-1, -1)","(1, 1)","(1, 1)","(0, 0)",107,0.00535
3,"(3, 3)","(-1, 3)","(1, 0)","(1, 0)","(0, 0)",104,0.0052
3,"(3, 3)","(-1, 3)","(1, 0)","(1, 1)","(0, 1)",650,0.0325
3,"(3, 3)","(-1, 3)","(1, 1)","(0, 0)","(1, 1)",660,0.033
3,"(3, 3)","(-1, 3)","(1, 1)","(0, 1)","(1, 0)",3601,0.18005
3,"(3, 3)","(3, -1)","(0, 0)","(1, 0)","(1, 0)",3612,0.1806
3,"(3, 3)","(3, -1)","(0, 0)","(1, 1)","(1, 1)",635,0.03175
3,"(3, 3)","(3, -1)","(0, 1)","(0, 0)","(0, 1)",626,0.0313
3,"(3, 3)","(3, -1)","(0, 1)","(0, 1)","(0, 0)",92,0.0046
3,"(3, 3)","(3, 3)","(0, 0)","(0, 0)","(0, 0)",108,0.0054
3,"(3, 3)","(3, 3)","(0, 0)","(0, 1)","(0, 1)",559,0.02795
3,"(3, 3)","(3, 3)","(0, 1)","(1, 0)","(1, 1)",638,0.0319
3,"(3, 3)","(3, 3)","(0, 1)","(1, 1)","(1, 0)",3674,0.1837
4,"(-3, -3)","(-3, -3)","(0, 0)","(0, 0)","(0, 0)",111,0.00555
4,"(-3, -3)","(-3, -3)","(0, 0)","(0, 1)","(0, 1)",622,0.0311
4,"(-3, -3)","(-3, -1)","(0, 0)","(1, 0)","(1, 0)",3570,0.1785
4,"(-3, -3)","(-3, -1)","(0, 0)","(1, 1)","(1, 1)",642,0.0321
4,"(-3, -3)","(-3, 1)","(0, 1)","(0, 0)","(0, 1)",626,0.0313
4,"(-3, -3)","(-3, 1)","(0, 1)","(0, 1)","(0, 0)",85,0.00425
4,"(-3, -3)","(-3, 3)","(0, 1)","(1, 0)","(1, 1)",614,0.0307
4,"(-3, -3)","(-3, 3)","(0, 1)","(1, 1)","(1, 0)",3644,0.1822
4,"(-3, -3)","(1, -3)","(1, 0)","(1, 0)","(0, 0)",109,0.00545
4,"(-3, -3)","(1, -3)","(1, 0)","(1, 1)","(0, 1)",638,0.0319
4,"(-3, -3)","(1, -1)","(1, 0)","(0, 0)","(1, 0)",3696,0.1848
4,"(-3, -3)","(1, -1)","(1, 0)","(0, 1)","(1, 1)",632,0.0316
4,"(-3, -3)","(1, 1)","(1, 1)","(1, 0)","(0, 1)",604,0.0302
4,"(-3, -3)","(1, 1)","(1, 1)","(1, 1)","(0, 0)",99,0.00495
4,"(-3, -3)","(1, 3)","(1, 1)","(0, 0)","(1, 1)",653,0.03265
4,"(-3, -3)","(1, 3)","(1, 1)","(0, 1)","(1, 0)",3655,0.18275
4,"(-3, -1)","(-3, -3)","(0, 0)","(1, 0)","(1, 0)",595,0.02975
4,"(-3, -1)","(-3, -3)","(0, 0)","(1, 1)","(1, 1)",3627,0.18135
4,"(-3, -1)","(-3, -1)","(0, 0)","(0, 0)","(0, 0)",603,0.03015
4,"(-3, -1)","(-3, -1)","(0, 0)","(0, 1)","(0, 1)",123,0.00615
4,"(-3, -1)","(-3, 1)","(0, 1)","(1, 0)","(1, 1)",3666,0.1833
4,"(-3, -1)","(-3, 1)","(0, 1)","(1, 1)","(1, 0)",599,0.02995
4,"(-3, -1)","(-3, 3)","(0, 1)","(0, 0)","(0, 1)",106,0.0053
4,"(-3, -1)","(-3, 3)","(0, 1)","(0, 1)","(0, 0)",655,0.03275
4,"(-3, -1)","(1, -3)","(1, 0)","(0, 0)","(1, 0)",620,0.031
4,"(-3, -1)","(1, -3)","(1, 0)","(0, 1)","(1, 1)",3701,0.18505
4,"(-3, -1)","(1, -1)","(1, 0)","(1, 0)","(0, 0)",600,0.03
4,"(-3, -1)","(1, -1)","(1, 0)","(1, 1)","(0, 1)",99,0.00495
4,"(-3, -1)","(1, 1)","(1, 1)","(0, 0)","(1, 1)",3605,0.18025
4,"(-3, -1)","(1, 1)","(1, 1)","(0, 1)","(1, 0)",614,0.0307
4,"(-3, -1)","(1, 3)","(1, 1)","(1, 0)","(0, 1)",115,0.00575
4,"(-3, -1)","(1, 3)","(1, 1)","(1, 1)","(0, 0)",672,0.0336
4,"(-3, 1)","(-3, -3)","(0, 1)","(0, 0)","(0, 1)",109,0.00545
4,"(-3, 1)","(-3, -3)","(0, 1)","(0, 1)","(0, 0)",613,0.03065
4,"(-3, 1)","(-3, -1)","(0, 1)","(1, 0)","(1, 1)",3553,0.17765
4,"(-3, 1)","(-3, -1)","(0, 1)","(1, 1)","(1, 0)",670,0.0335
4,"(-3, 1)","(-3, 1)","(0, 0)","(0, 0)","(0, 0)",640,0.032
4,"(-3, 1)","(-3, 1)","(0, 0)","(0, 1)","(0, 1)",105,0.00525
4,"(-3, 1)","(-3, 3)","(0, 0)","(1, 0)","(1, 0)",616,0.0308
4,"(-3, 1)","(-3, 3)","(0, 0)","(1, 1)","(1, 1)",3693,0.18465
4,"(-3, 1)","(1, -3)","(1, 1)","(1, 0)","(0, 1)",107,0.00535
4,"(-3, 1)","(1, -3)","(1, 1)","(1, 1)","(0, 0)",611,0.03055
4,"(-3, 1)","(1, -1)","(1, 1)","(0, 0)","(1, 1)",3584,0.1792
4,"(-3, 1)","(1, -1)","(1, 1)","(0, 1)","(1, 0)",654,0.0327
4,"(-3, 1)","(1, 1)","(1, 0)","(1, 0)","(0, 0)",646,0.0323
4,"(-3, 1)","(1, 1)","(1, 0)","(1, 1)","(0, 1)",103,0.00515
4,"(-3, 1)","(1, 3)","(1, 0)","(0, 0)","(1, 0)",654,0.0327
4,"(-3, 1)","(1, 3)","(1, 0)","(0, 1)","(1, 1)",3642,0.1821
4,"(-3, 3)","(-3, -3)","(0, 1)","(1, 0)","(1, 1)",650,0.0325
4,"(-3, 3)","(-3, -3)","(0, 1)","(1, 1)","(1, 0)",3584,0.1792
4,"(-3, 3)","(-3, -1)","(0, 1)","(0, 0)","(0, 1)",647,0.03235
4,"(-3, 3)","(-3, -1)","(0, 1)","(0, 1)","(0, 0)",99,0.00495
4,"(-3, 3)","(-3, 1)","(0, 0)","(1, 0)","(1, 0)",3613,0.18065
4,"(-3, 3)","(-3, 1)","(0, 0)","(1, 1)","(1, 1)",616,0.0308
4,"(-3, 3)","(-3, 3)","(0, 0)","(0, 0)","(0, 0)",101,0.00505
4,"(-3, 3)","(-3, 3)","(0, 0)","(0, 1)","(0, 1)",628,0.0314
4,"(-3, 3)","(1, -3)","(1, 1)","(0, 0)","(1, 1)",617,0.03085
4,"(-3, 3)","(1, -3)","(1, 1)","(0, 1)","(1, 0)",3654,0.1827
4,"(-3, 3)","(1, -1)","(1, 1)","(1, 0)","(0, 1)",608,0.0304
4,"(-3, 3)","(1, -1)","(1, 1)","(1, 1)","(0, 0)",107,0.00535
4,"(-3, 3)","(1, 1)","(1, 0)","(0, 0)","(1, 0)",3663,0.18315
4,"(-3, 3)","(1, 1)","(1, 0)","(0, 1)","(1, 1)",648,0.0324
4,"(-3, 3)","(1, 3)","(1, 0)","(1, 0)","(0, 0)",130,0.0065
4,"(-3, 3)","(1, 3)","(1, 0)","(1, 1)","(0, 1)",635,0.03175
4,"(-1, -3)","(-1, -3)","(0, 0)","(0, 0)","(0, 0)",623,0.03115
4,"(-1, -3)","(-1, -3)","(0, 0)","(0, 1)","(0, 1)",3682,0.1841
4,"(-1, -3)","(-1, -1)","(0, 0)","(1, 0)","(1, 0)",651,0.03255
4,"(-1, -3)","(-1, -1)","(0, 0)","(1, 1)","(1, 1)",127,0.00635
4,"(-1, -3)","(-1, 1)","(0, 1)","(0, 0)","(0, 1)",3655,0.18275
4,"(-1, -3)","(-1, 1)","(0, 1)","(0, 1)","(0, 0)",615,0.03075
4,"(-1, -3)","(-1, 3)","(0, 1)","(1, 0)","(1, 1)",117,0.00585
4,"(-1, -3)","(-1, 3)","(0, 1)","(1, 1)","(1, 0)",582,0.0291
4,"(-1, -3)","(3, -3)","(1, 0)","(1, 0)","(0, 0)",658,0.0329
4,"(-1, -3)","(3, -3)","(1, 0)","(1, 1)","(0, 1)",3641,0.18205
4,"(-1, -3)","(3, -1)","(1, 0)","(0, 0)","(1, 0)",597,0.02985
4,"(-1, -3)","(3, -1)","(1, 0)","(0, 1)","(1, 1)",101,0.00505
4,"(-1, -3)","(3, 1)","(1, 1)","(1, 0)","(0, 1)",3586,0.1793
4,"(-1, -3)","(3, 1)","(1, 1)","(1, 1)","(0, 0)",642,0.0321
4,"(-1, -3)","(3, 3)","(1, 1)","(0, 0)","(1, 1)",100,0.005
4,"(-1, -3)","(3, 3)","(1, 1)","(0, 1)","(1, 0)",623,0.03115
4,"(-1, -1)","(-1, -3)","(0, 0)","(1, 0)","(1, 0)",115,0.00575
4,"(-1, -1)","(-1, -3)","(0, 0)","(1, 1)","(1, 1)",630,0.0315
4,"(-1, -1)","(-1, -1)","(0, 0)","(0, 0)","(0, 0)",3586,0.1793
4,"(-1, -1)","(-1, -1)","(0, 0)","(0, 1)","(0, 1)",606,0.0303
4,"(-1, -1)","(-1, 1)","(0, 1)","(1, 0)","(1, 1)",625,0.03125
4,"(-1, -1)","(-1, 1)","(0, 1)","(1, 1)","(1, 0)",119,0.00595
4,"(-1, -1)","(-1, 3)","(0, 1)","(0, 0)","(0, 1)",641,0.03205
4,"(-1, -1)","(-1, 3)","(0, 1)","(0, 1)","(0, 0)",3675,0.18375
4,"(-1, -1)","(3, -3)","(1, 0)","(0, 0)","(1, 0)",110,0.0055
4,"(-1, -1)","(3, -3)","(1, 0)","(0, 1)","(1, 1)",608,0.0304
4,"(-1, -1)","(3, -1)","(1, 0)","(1, 0)","(0, 0)",3634,0.1817
4,"(-1, -1)","(3, -1)","(1, 0)","(1, 1)","(0, 1)",615,0.03075
4,"(-1, -1)","(3, 1)","(1, 1)","(0, 0)","(1, 1)",638,0.0319
4,"(-1, -1)","(3, 1)","(1, 1)","(0, 1)","(1, 0)",99,0.00495
4,"(-1, -1)","(3, 3)","(1, 1)","(1, 0)","(0, 1)",628,0.0314
4,"(-1, -1)","(3, 3)","(1, 1)","(1, 1)","(0, 0)",3671,0.18355
4,"(-1, 1)","(-1, -3)","(0, 1)","(0, 0)","(0, 1)",593,0.02965
4,"(-1, 1)","(-1, -3)","(0, 1)","(0, 1)","(0, 0)",3663,0.18315
4,"(-1, 1)","(-1, -1)","(0, 1)","(1, 0)","(1, 1)",622,0.0311
4,"(-1, 1)","(-1, -1)","(0, 1)","(1, 1)","(1, 0)",106,0.0053
4,"(-1, 1)","(-1, 1)","(0, 0)","(0, 0)","(0, 0)",3685,0.18425
4,"(-1, 1)","(-1, 1)","(0, 0)","(0, 1)","(0, 1)",559,0.02795
4,"(-1, 1)","(-1, 3)","(0, 0)","(1, 0)","(1, 0)",102,0.0051
4,"(-1, 1)","(-1, 3)","(0, 0)","(1, 1)","(1, 1)",614,0.0307
4,"(-1, 1)","(3, -3)","(1, 1)","(1, 0)","(0, 1)",626,0.0313
4,"(-1, 1)","(3, -3)","(1, 1)","(1, 1)","(0, 0)",3652,0.1826
4,"(-1, 1)","(3, -1)","(1, 1)","(0, 0)","(1, 1)",642,0.0321
4,"(-1, 1)","(3, -1)","(1, 1)","(0, 1)","(1, 0)",98,0.0049
4,"(-1, 1)","(3, 1)","(1, 0)","(1, 0)","(0, 0)",3685,0.18425
4,"(-1, 1)","(3, 1)","(1, 0)","(1, 1)","(0, 1)",575,0.02875
4,"(-1, 1)","(3, 3)","(1, 0)","(0, 0)","(1, 0)",107,0.00535
4,"(-1, 1)","(3, 3)","(1, 0)","(0, 1)","(1, 1)",671,0.03355
4,"(-1, 3)","(-1, -3)","(0, 1)","(1, 0)","(1, 1)",93,0.00465
4,"(-1, 3)","(-1, -3)","(0, 1)","(1, 1)","(1, 0)",641,0.03205
4,"(-1, 3)","(-1, -1)","(0, 1)","(0, 0)","(0, 1)",3631,0.18155
4,"(-1, 3)","(-1, -1)","(0, 1)","(0, 1)","(0, 0)",613,0.03065
4,"(-1, 3)","(-1, 1)","(0, 0)","(1, 0)","(1, 0)",628,0.0314
4,"(-1, 3)","(-1, 1)","(0, 0)","(1, 1)","(1, 1)",119,0.00595
4,"(-1, 3)","(-1, 3)","(0, 0)","(0, 0)","(0, 0)",616,0.0308
4,"(-1, 3)","(-1, 3)","(0, 0)","(0, 1)","(0, 1)",3589,0.17945
4,"(-1, 3)","(3, -3)","(1, 1)","(0, 0)","(1, 1)",109,0.00545
4,"(-1, 3)","(3, -3)","(1, 1)","(0, 1)","(1, 0)",640,0.032
4,"(-1, 3)","(3, -1)","(1, 1)","(1, 0)","(0, 1)",3733,0.18665
4,"(-1, 3)","(3, -1)","(1, 1)","(1, 1)","(0, 0)",613,0.03065
4,"(-1, 3)","(3, 1)","(1, 0)","(0, 0)","(1, 0)",614,0.0307
4,"(-1, 3)","(3, 1)","(1, 0)","(0, 1)","(1, 1)",111,0.00555
4,"(-1, 3)","(3, 3)","(1, 0)","(1, 0)","(0, 0)",651,0.03255
4,"(-1, 3)","(3, 3)","(1, 0)","(1, 1)","(0, 1)",3599,0.17995
4,"(1, -3)","(-3, -3)","(1, 0)","(1, 0)","(0, 0)",596,0.0298
4,"(1, -3)","(-3, -3)","(1, 0)","(1, 1)","(0, 1)",3715,0.18575
4,"(1, -3)","(-3, -1)","(1, 0)","(0, 0)","(1, 0)",611,0.03055
